,run,biosample,MIC_AMC,MIC_AMP,MIC_AZM,MIC_FOX,MIC_TIO,MIC_CRO,MIC_CHL,MIC_CIP,MIC_GEN,MIC_NAL,MIC_STR,MIC_FIS,MIC_TET,MIC_SXT,MIC_KAN,SIR_AMC,SIR_AMP,SIR_AZM,SIR_FOX,SIR_TIO,SIR_CRO,SIR_CHL,SIR_CIP,SIR_GEN,SIR_NAL,SIR_STR,SIR_FIS,SIR_TET,SIR_SXT,SIR_KAN,isolation_source,serovar,collection_date,collected_by,geo_loc_name,strain,sub_species,Typing Method,Testing Standard,source,cgmlst_matching_alleles,cgmlst_subspecies,h1,h2,o_antigen,serogroup,serovar_antigen,serovar_cgmlst
2479,SRR3242363,SAMN04218217,<= 1,<= 1, ,2,1,<= 0.25,4,<= 0.015,0.5,4,> 64,32,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:GA,CVM-N19782,enterica,,CLSI,,,,,,,,,
2480,SRR3330219,SAMN04218216,> 32,> 32, ,> 32,> 8,16,8,<= 0.015,<= 0.25,4,<= 32,> 256,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2008,FDA,USA:GA,CVM-N19781,enterica,,CLSI,,,,,,,,,
2481,SRR3242362,SAMN04218215,> 32,> 32, ,> 32,> 8,16,8,0.03,<= 0.25,4,> 64,> 256,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2008,FDA,USA:CT,CVM-N19780,enterica,,CLSI,,,,,,,,,
2482,SRR3330218,SAMN04218214,32,> 32, ,32,> 8,16,4,<= 0.015,0.5,4,> 64,32,<= 4,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,chicken breast,Kentucky,2008,FDA,USA:CT,CVM-N19779,enterica,,CLSI,,,,,,,,,
2483,SRR3242361,SAMN04218213,16,> 32, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,0.5,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:CT,CVM-N19777,enterica,,CLSI,,,,,,,,,
2484,SRR3242360,SAMN04218212,<= 1,<= 1, ,2,0.5,<= 0.25,8,<= 0.015,0.5,2,> 64,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,chicken breast,Kentucky,2008,FDA,USA:CT,CVM-N19776,enterica,,CLSI,,,,,,,,,
2485,SRR3242358,SAMN04218211,16,> 32, ,4,2,<= 0.25,8,<= 0.015,> 16,4,== 64,> 256,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Derby,2008,FDA,USA:CT,CVM-N19775,enterica,,CLSI,,,,,,,,,
2486,SRR3242357,SAMN04218210,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,== 16,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Typhimurium var. 5-,2008,FDA,USA:CT,CVM-N19774,enterica,,CLSI,,,,,,,,,
2487,SRR3242356,SAMN04218209,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,"18:z4,z23:-",2008,FDA,USA:CO,CVM-N19773,arizonae,,CLSI,,,,,,,,,
2488,SRR3242355,SAMN04218208,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,"18:z4,z23:-",2008,FDA,USA:CO,CVM-N19772,arizonae,,CLSI,,,,,,,,,
2489,SRR3242354,SAMN04218207,2,2, ,8,2,<= 0.25,16,0.03,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,intermediate,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Reading,2008,FDA,USA:CO,CVM-N19771,enterica,,CLSI,,,,,,,,,
2490,SRR3242353,SAMN04218206,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,1,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Senftenberg,2008,FDA,USA:CO,CVM-N19770,enterica,,CLSI,,,,,,,,,
2491,SRR3242352,SAMN04218205,16,> 32, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:CO,CVM-N19769,enterica,,CLSI,,,,,,,,,
2492,SRR3242351,SAMN04218204,16,> 32, ,2,1,<= 0.25,8,0.03,0.5,4,<= 32,64,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:CO,CVM-N19768,enterica,,CLSI,,,,,,,,,
2493,SRR3242350,SAMN04218203,32,> 32, ,> 32,> 8,16,> 32,<= 0.015,1,4,> 64,> 256,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,resistant,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Agona,2008,FDA,USA:CO,CVM-N19767,enterica,,CLSI,,,,,,,,,
2494,SRR3242349,SAMN04218202,<= 1,<= 1, ,2,1,<= 0.25,4,<= 0.015,0.5,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Typhimurium var. 5-,2008,FDA,USA:CO,CVM-N19766,enterica,,CLSI,,,,,,,,,
2495,SRR3242348,SAMN04218201,<= 1,2, ,2,0.5,<= 0.25,4,<= 0.015,<= 0.25,2,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,"18:z4,z23:-",2008,FDA,USA:CO,CVM-N19765,arizonae,,CLSI,,,,,,,,,
2496,SRR3242347,SAMN04218200,<= 1,<= 1, ,2,1,<= 0.25,4,<= 0.015,<= 0.25,4,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,"18:z4,z23:-",2008,FDA,USA:CO,CVM-N19764,arizonae,,CLSI,,,,,,,,,
2497,SRR3242344,SAMN04218199,16,> 32, ,2,1,<= 0.25,8,<= 0.015,0.5,8,> 64,64,> 32,<= 0.125,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Heidelberg,2008,FDA,USA:CO,CVM-N19763,enterica,,CLSI,,,,,,,,,
2498,SRR3242343,SAMN04218198,2,<= 1, ,2,1,<= 0.25,8,0.03,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,"18:z4,z23:-",2008,FDA,USA:CO,CVM-N19762,arizonae,,CLSI,,,,,,,,,
2499,SRR3242365,SAMN04218197,<= 1,<= 1, ,2,1,<= 0.25,4,<= 0.015,<= 0.25,2,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,"18:z4,z23:-",2008,FDA,USA:CO,CVM-N19761,arizonae,,CLSI,,,,,,,,,
2500,SRR3242342,SAMN04218196,16,> 32, ,2,1,<= 0.25,4,0.03,0.5,4,== 64,32,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:CO,CVM-N19760,enterica,,CLSI,,,,,,,,,
2501,SRR3242341,SAMN04218195,16,> 32, ,2,1,<= 0.25,4,0.03,0.5,4,== 64,64,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:CO,CVM-N19759,enterica,,CLSI,,,,,,,,,
2502,SRR3330217,SAMN04218194,16,> 32, ,2,1,<= 0.25,4,0.03,0.5,4,== 64,32,> 32,<= 0.125,<= 8,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:CO,CVM-N19758,enterica,,CLSI,,,,,,,,,
2503,SRR3242340,SAMN04218193,<= 1,<= 1, ,2,1,<= 0.25,4,<= 0.015,<= 0.25,2,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,"18:z4,z23:-",2008,FDA,USA:CO,CVM-N19757,arizonae,,CLSI,,,,,,,,,
2504,SRR3330216,SAMN04218192,16,> 32, ,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,64,> 32,<= 0.125,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Heidelberg,2008,FDA,USA:CO,CVM-N19756,enterica,,CLSI,,,,,,,,,
2505,SRR3242335,SAMN04218191,8,> 32, ,2,1,<= 0.25,8,<= 0.015,16,4,== 64,> 256,> 32,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Heidelberg,2008,FDA,USA:CO,CVM-N19755,enterica,,CLSI,,,,,,,,,
2506,SRR3242334,SAMN04218190,2,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,> 64,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,ground turkey,Heidelberg,2008,FDA,USA:CO,CVM-N19754,enterica,,CLSI,,,,,,,,,
2507,SRR3242329,SAMN04218189,8,> 32, ,2,1,<= 0.25,8,<= 0.015,0.5,4,> 64,64,<= 4,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,ground turkey,Heidelberg,2008,FDA,USA:CO,CVM-N19753,enterica,,CLSI,,,,,,,,,
2508,SRR3242328,SAMN04218188,8,> 32, ,2,1,<= 0.25,8,<= 0.015,> 16,4,<= 32,64,> 32,<= 0.125,> 64,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,resistant,susceptible,resistant,ground turkey,Heidelberg,2008,FDA,USA:CO,CVM-N19752,enterica,,CLSI,,,,,,,,,
2509,SRR3242327,SAMN04218187,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,32,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Heidelberg,2008,FDA,USA:CO,CVM-N19751,enterica,,CLSI,,,,,,,,,
2510,SRR3242326,SAMN04218186,8,> 32, ,2,1,<= 0.25,4,0.03,0.5,4,> 64,64,> 32,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:CO,CVM-N19750,enterica,,CLSI,,,,,,,,,
2511,SRR3242213,SAMN04218185,8,> 32, ,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,32,> 32,<= 0.125,> 64,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Heidelberg,2008,FDA,USA:CO,CVM-N19749,enterica,,CLSI,,,,,,,,,
2512,SRR3242212,SAMN04218184,8,> 32, ,2,1,<= 0.25,8,<= 0.015,16,4,== 64,> 256,> 32,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Heidelberg,2008,FDA,USA:CO,CVM-N19748,enterica,,CLSI,,,,,,,,,
2513,SRR3242211,SAMN04218183,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2008,FDA,USA:CO,CVM-N19747,enterica,,CLSI,,,,,,,,,
2514,SRR3223103,SAMN04218182,8,> 32, ,2,1,<= 0.25,8,<= 0.015,1,8,== 64,> 256,> 32,<= 0.125,<= 8,susceptible,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Heidelberg,2008,FDA,USA:CO,CVM-N19746,enterica,,CLSI,,,,,,,,,
2515,SRR3223102,SAMN04218181,<= 1,<= 1, ,4,1,<= 0.25,4,0.03,<= 0.25,2,<= 32,32,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,"18:z4,z23:-",2008,FDA,USA:CO,CVM-N19745,arizonae,,CLSI,,,,,,,,,
2516,SRR3223101,SAMN04218180,2,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,<= 16,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2008,FDA,USA:CO,CVM-N19744,enterica,,CLSI,,,,,,,,,
2517,SRR3223100,SAMN04218179,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Typhimurium,2008,FDA,USA:CO,CVM-N19743,enterica,,CLSI,,,,,,,,,
2518,SRR3223099,SAMN04218178,> 32,> 32, ,> 32,> 8,32,> 32,0.03,> 16,4,> 64,> 256,> 32,<= 0.125,== 32,resistant,resistant, ,resistant,resistant,resistant,resistant,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,intermediate,ground turkey,Reading,2008,FDA,USA:CO,CVM-N19742,enterica,,CLSI,,,,,,,,,
2519,SRR3223098,SAMN04218177,<= 1,<= 1, ,2,1,<= 0.25,8,0.03,1,4,<= 32,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,ground turkey,Saintpaul,2008,FDA,USA:CO,CVM-N19741,enterica,,CLSI,,,,,,,,,
2520,SRR3223097,SAMN04218176,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,> 16,4,> 64,> 256,16,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,chicken breast,Heidelberg,2008,FDA,USA:CO,CVM-N19740,enterica,,CLSI,,,,,,,,,
2521,SRR3223096,SAMN04218175,> 32,> 32, ,32,> 8,16,4,<= 0.015,1,2,== 64,64,> 32,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,chicken breast,Kentucky,2008,FDA,USA:CA,CVM-N19739,enterica,,CLSI,,,,,,,,,
2522,SRR3223095,SAMN04218174,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,8,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,susceptible,chicken breast,Infantis,2008,FDA,USA:CA,CVM-N19738,enterica,,CLSI,,,,,,,,,
2523,SRR3223094,SAMN04218173,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2008,FDA,USA:CA,CVM-N19737,enterica,,CLSI,,,,,,,,,
2524,SRR3223093,SAMN04218169,> 32,> 32, ,32,> 8,16,8,<= 0.015,0.5,4,> 64,32,> 32,<= 0.125,> 64,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,chicken breast,Heidelberg,2008,FDA,USA:CA,CVM-N19736,enterica,,CLSI,,,,,,,,,
2525,SRR3223092,SAMN04218168,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Agona,2008,FDA,USA:CA,CVM-N19735,enterica,,CLSI,,,,,,,,,
2526,SRR3223091,SAMN04218167,<= 1,<= 1, ,2,1,<= 0.25,4,0.03,0.5,4,> 64,64,> 32,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,susceptible,chicken breast,Hadar,2008,FDA,USA:CA,CVM-N19734,enterica,,CLSI,,,,,,,,,
2527,SRR3223089,SAMN04218165,16,> 32, ,2,1,<= 0.25,4,<= 0.015,> 16,4,> 64,> 256,> 32,<= 0.125,== 16,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,susceptible,ground turkey,Hadar,2008,FDA,USA:CA,CVM-N19732,enterica,,CLSI,,,,,,,,,
2528,SRR3223088,SAMN04218164,16,> 32, ,2,1,<= 0.25,4,0.03,> 16,4,> 64,> 256,> 32,<= 0.125,== 32,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,intermediate,ground turkey,Hadar,2008,FDA,USA:CA,CVM-N19731,enterica,,CLSI,,,,,,,,,
2529,SRR3219158,SAMN04218163,16,> 32, ,2,1,<= 0.25,4,<= 0.015,> 16,4,> 64,> 256,> 32,<= 0.125,== 32,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,resistant,resistant,susceptible,intermediate,ground turkey,Hadar,2008,FDA,USA:CA,CVM-N19730,enterica,,CLSI,,,,,,,,,
2530,SRR3219142,SAMN04218162,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,1,4,> 64,64,> 32,<= 0.125,> 64,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,chicken breast,Heidelberg,2008,FDA,USA:CA,CVM-N19729,enterica,,CLSI,,,,,,,,,
2531,SRR3219140,SAMN04218161,> 32,> 32, ,32,> 8,16,8,<= 0.015,0.5,4,<= 32,32,<= 4,<= 0.125,<= 8,resistant,resistant, ,resistant,resistant,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Heidelberg,2008,FDA,USA:CA,CVM-N19728,enterica,,CLSI,,,,,,,,,
2532,SRR3219139,SAMN04218160,<= 1,2, ,4,1,<= 0.25,8,0.03,0.5,8,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,chicken breast,Enteritidis,2008,FDA,USA:CA,CVM-N19727,enterica,,CLSI,,,,,,,,,
2533,SRR3219137,SAMN04218159,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,<= 0.25,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,ground turkey,Enteritidis,2008,FDA,USA:TN,CVM-N18616,enterica,,CLSI,,,,,,,,,
2534,SRR3210543,SAMN04218158,16,> 32, ,2,1,<= 0.25,4,<= 0.015,0.5,4,== 64,32,> 32,<= 0.125,> 64,intermediate,resistant, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,resistant,susceptible,resistant,ground turkey,Hadar,2008,FDA,USA:TN,CVM-N18615,enterica,,CLSI,,,,,,,,,
2535,SRR3210542,SAMN04218157,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Mbandaka,2008,FDA,USA:TN,CVM-N18614,enterica,,CLSI,,,,,,,,,
2536,SRR3210541,SAMN04218156,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Norwich,2008,FDA,USA:TN,CVM-N18613,enterica,,CLSI,,,,,,,,,
2537,SRR3210540,SAMN04218155,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Mbandaka,2008,FDA,USA:TN,CVM-N18612,enterica,,CLSI,,,,,,,,,
2538,SRR3210539,SAMN04218154,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Bareilly,2008,FDA,USA:TN,CVM-N18611,enterica,,CLSI,,,,,,,,,
2539,SRR3210538,SAMN04218153,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,1,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Mbandaka,2008,FDA,USA:TN,CVM-N18610,enterica,,CLSI,,,,,,,,,
2540,SRR3210537,SAMN04218152,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,1,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Mbandaka,2008,FDA,USA:TN,CVM-N18609,enterica,,CLSI,,,,,,,,,
2541,SRR3210536,SAMN04218151,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,0.5,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Mbandaka,2008,FDA,USA:TN,CVM-N18608,enterica,,CLSI,,,,,,,,,
2542,SRR3210535,SAMN04218150,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,1,2,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Mbandaka,2008,FDA,USA:TN,CVM-N18607,enterica,,CLSI,,,,,,,,,
2543,SRR3210534,SAMN04218149,<= 1,<= 1, ,4,1,<= 0.25,8,<= 0.015,1,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Senftenberg,2008,FDA,USA:TN,CVM-N18606,enterica,,CLSI,,,,,,,,,
2544,SRR3210533,SAMN04218148,<= 1,<= 1, ,2,1,<= 0.25,8,<= 0.015,1,4,<= 32,64,<= 4,<= 0.125,<= 8,susceptible,susceptible, ,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,Pork Chop,Bareilly,2008,FDA,USA:TN,CVM-N18605,enterica,,CLSI,,,,,,,,,
